target,source,value
IND_COGEN_WOOD,WOOD,31393.964541179994
EUD_ELECTRICITY_EHV,ELECTRICITY_EHV,7089.69
EUD_ELECTRICITY_EHV_EXPORT,ELECTRICITY_EHV_EXPORT,35556.0
EUD_ELECTRICITY_HV,ELECTRICITY_HV,72996.22
EUD_ELECTRICITY_LV,ELECTRICITY_LV,27469.71
EUD_ELECTRICITY_MV,ELECTRICITY_MV,17062.690000000002
EUD_HEAT_LOW_T_SC,HEAT_LOW_T_SC,5829.01
EUD_LIGHTING,LIGHTING,22910.08
EUD_HEAT_HIGH_T,HEAT_HIGH_T,75485.34999999999
EUD_HEAT_LOW_T_HW,HEAT_LOW_T_HW,16931.84
EUD_HEAT_LOW_T_SH,HEAT_LOW_T_SH,79342.23999999999
INDUSTRY,EUD_ELECTRICITY_EHV,7089.69
INDUSTRY,EUD_ELECTRICITY_HV,72996.22
HOUSEHOLDS,EUD_ELECTRICITY_LV,16235.92
SERVICES,EUD_ELECTRICITY_LV,11233.79
AGRICULTURE,EUD_ELECTRICITY_MV,1988.27
INDUSTRY,EUD_ELECTRICITY_MV,11551.03
SERVICES,EUD_ELECTRICITY_MV,3523.39
HOUSEHOLDS,EUD_HEAT_LOW_T_SC,2858.15
SERVICES,EUD_HEAT_LOW_T_SC,2970.86
AGRICULTURE,EUD_LIGHTING,82.84
HOUSEHOLDS,EUD_LIGHTING,4941.8
INDUSTRY,EUD_LIGHTING,5849.17
SERVICES,EUD_LIGHTING,12036.27
INDUSTRY,EUD_HEAT_HIGH_T,74419.42
SERVICES,EUD_HEAT_HIGH_T,1065.93
AGRICULTURE,EUD_HEAT_LOW_T_HW,121.73
HOUSEHOLDS,EUD_HEAT_LOW_T_HW,13315.92
INDUSTRY,EUD_HEAT_LOW_T_HW,619.44
SERVICES,EUD_HEAT_LOW_T_HW,2874.75
AGRICULTURE,EUD_HEAT_LOW_T_SH,1095.58
HOUSEHOLDS,EUD_HEAT_LOW_T_SH,54252.52
INDUSTRY,EUD_HEAT_LOW_T_SH,3239.12
SERVICES,EUD_HEAT_LOW_T_SH,20755.02
